WISE Name,Catalog,GLong,GLat,RA,Dec,Radius,HII Region,Membership,VLSR,VLSR (Mol.),Molecule,KDAR,Dist.,Err Dist.,Dist. Method,RGal,z
G350.323+00.141,K,350.323,0.142,259.959,-36.969,82,G350.330+00.157,G350.330+00.157,-62.9,,,,,,,,
G350.325-00.008,Q,350.325,-0.008,260.114,-37.053,77,,,,,,,,,,,
G350.328+00.090,K,350.328,0.091,260.015,-36.994,81,G350.335+00.107,,-66.1,-63.5,CS,,,,,,
G350.340+00.164,K,350.340,0.164,259.948,-36.942,82,G350.330+00.157,G350.330+00.157,-62.9,,,,,,,,
G350.340+00.142,Q,350.340,0.143,259.970,-36.955,22,,G350.330+00.157,,,,,,,,,
G350.389+00.204,Q,350.389,0.205,259.942,-36.879,22,,,,,,,,,,,
G350.395-00.058,Q,350.395,-0.057,260.215,-37.024,48,,,,,,,,,,,
G350.401+01.037,G,350.401,1.037,259.103,-36.389,372,,G350.524+00.960,,,,,,,,,
G350.403-00.881,Q,350.403,-0.881,261.073,-37.484,36,,,,,,,,,,,
G350.455-00.385,C,350.455,-0.384,260.595,-37.160,270,,,,,,,,,,,
G350.482+00.951,K,350.482,0.952,259.248,-36.373,96,G350.524+00.960,G350.524+00.960,-11.4,,,,,,,,
G350.505+00.956,K,350.505,0.957,259.259,-36.351,96,G350.524+00.960,G350.524+00.960,-11.4,-10.3,CS,,,,,,
G350.535-00.346,Q,350.535,-0.345,260.612,-37.072,49,,,,,,,,,,,
G350.582-00.074,Q,350.582,-0.074,260.366,-36.879,173,,,,,,,,,,,
G350.594+01.149,?,350.594,1.149,259.128,-36.167,1413,,G350.524+00.960,,,,,,,,,
G350.617+00.984,G,350.617,0.984,259.312,-36.244,574,,G350.524+00.960,,,,,,,,,
G350.635+00.035,Q,350.635,0.035,260.291,-36.774,38,,,,,,,,,,,
G350.675+00.832,Q,350.675,0.832,259.507,-36.284,108,,G350.524+00.960,,-7.6,CS,,,,,,
G350.680-00.651,C,350.680,-0.650,261.030,-37.125,428,,,,,,,,,,,
G350.693-00.493,C,350.693,-0.492,260.876,-37.025,33,,,,-18.6,CS,,,,,,
G350.707+00.999,C,350.707,0.999,259.361,-36.162,86,,,,,,,,,,,
G350.710+00.641,G,350.710,0.642,259.725,-36.365,737,,G351.063+00.662,,,,,,,,,
G350.716+01.044,Q,350.716,1.045,259.321,-36.128,50,,,,,,,,,,,
G350.763-00.858,C,350.763,-0.858,261.304,-37.173,145,,,,,,,,,,,
G350.767-00.274,C,350.767,-0.274,260.703,-36.841,423,,,,,,,,,,,
G350.769-00.079,K,350.769,-0.078,260.503,-36.728,75,G350.769-00.075,,-62.6,,,,,,,,
G350.770-00.863,Q,350.770,-0.862,261.314,-37.170,41,,,,,,,,,,,
G350.781-00.027,K,350.781,-0.027,260.459,-36.689,93,G350.813-00.019,,0.3,,,,,,,,
G350.801-00.838,C,350.801,-0.837,261.309,-37.130,120,,,,,,,,,,,
G350.850-00.040,Q,350.850,-0.039,260.520,-36.639,43,,,,,,,,,,,
G350.871+00.763,Q,350.871,0.763,259.717,-36.164,86,,,,,,,,,,,
G350.889+00.728,Q,350.889,0.729,259.765,-36.169,76,,,,-3.8,90GHz,,,,,,
G350.958+00.358,C,350.958,0.359,260.190,-36.324,179,,,,,,,,,,,
G350.991-00.532,K,350.991,-0.532,261.127,-36.801,500,G350.996-00.577,,-20.5,,,,,,,,
G350.995+00.654,K,350.995,0.654,259.915,-36.125,428,G351.063+00.662,G351.063+00.662,-3.8,,,,,,,,
G351.017+00.856,Q,351.017,0.857,259.726,-35.991,59,,,,,,,,,,,
G351.020-00.843,Q,351.020,-0.842,261.468,-36.951,95,,,,,,,,,,,
G351.025+00.156,K,351.025,0.156,260.444,-36.384,88,G351.028+00.155,,4.8,,,,,,,,
G351.049-00.324,K,351.049,-0.324,260.953,-36.636,66,G351.047-00.322,,-10.3,-18.0,CS,,,,,,
G351.094+00.800,Q,351.094,0.800,259.838,-35.960,116,,,,,,,,,,,
G351.106-00.124,Q,351.106,-0.124,260.788,-36.476,27,,,,,,,,,,,
G351.122-00.099,C,351.122,-0.099,260.773,-36.449,97,,,,,,,,,,,
G351.125-00.064,Q,351.125,-0.063,260.739,-36.426,22,,,,,,,,,,,
G351.130+00.449,K,351.130,0.450,260.219,-36.131,549,G351.201+00.483,,-7.1,,,,,,,,
G351.153+00.623,Q,351.153,0.623,260.059,-36.013,68,,G351.192+00.708,,,,,,,,,
G351.170+00.704,K,351.170,0.704,259.989,-35.953,171,G351.192+00.708,G351.192+00.708,-3.4,,,,,,,,
G351.221+00.185,Q,351.221,0.185,260.552,-36.206,27,,,,,,,,,,,
G351.238-00.013,C,351.238,-0.013,260.767,-36.305,50,,,,,,,,,,,
G351.246+00.673,G,351.246,0.673,260.074,-35.908,131,,G351.192+00.708,,,,,,,,,
G351.261+01.016,K,351.261,1.016,259.738,-35.699,114,G351.265+01.019,,-3.6,,,,,,,,
G351.263+00.164,Q,351.263,0.165,260.602,-36.183,30,,,,,,,,,,,
G351.311+00.663,K,351.311,0.663,260.130,-35.860,119,G351.358+00.666; S8; NGC6334,,-3.6,,,,,,,,
G351.322-00.149,C,351.322,-0.148,260.964,-36.312,112,,,,,,,,,,,
G351.348+00.593,G,351.348,0.593,260.227,-35.870,125,,G351.358+00.666,,,,,,,,,
G351.360+01.015,K,351.360,1.015,259.809,-35.619,129,G351.359+01.014,,-8.6,,,,,,,,
G351.367+00.640,K,351.367,0.641,260.192,-35.827,107,G351.358+00.666; S8; NGC6334,,-3.6,,,,,,,,
G351.383+00.737,K,351.383,0.737,260.105,-35.759,303,G351.358+00.666; S8; NGC6334,,-3.6,,,,,,,,
G351.400-01.455,Q,351.400,-1.454,262.369,-36.976,224,,G351.694-01.165,,,,,,,,,
G351.420+00.637,Q,351.420,0.638,260.232,-35.785,52,,,,-6.9,CS,,,,,,
G351.424+00.650,G,351.424,0.651,260.222,-35.775,99,,G351.358+00.666,,-6.9,CS,,,,,,
G351.426-00.043,C,351.426,-0.042,260.929,-36.166,191,,,,,,,,,,,
G351.462+00.556,Q,351.462,0.557,260.344,-35.797,68,,G351.358+00.666,,,,,,,,,
G351.472-00.458,K,351.472,-0.457,261.386,-36.362,128,G351.467-00.462,G351.467-00.462,-19.8,-22.3,CS,,,,,,
G351.479+00.643,Q,351.479,0.644,260.267,-35.733,68,,G351.358+00.666,,,,,,,,,
G351.511+00.237,Q,351.511,0.237,260.702,-35.938,32,,G351.590+00.183,,,,,,,,,
G351.516-00.540,G,351.516,-0.540,261.501,-36.371,376,,G351.467-00.462,,,,,,,,,
G351.524-00.346,C,351.524,-0.345,261.307,-36.256,261,,,,,,,,,,,
G351.541-01.367,Q,351.541,-1.367,262.375,-36.810,163,,G351.694-01.165,,,,,,,,,
G351.544-01.201,Q,351.544,-1.200,262.204,-36.715,74,,G351.694-01.165,,,,,,,,,
G351.555-01.259,Q,351.555,-1.259,262.272,-36.739,128,,G351.694-01.165,,,,,,,,,
G351.557+00.211,K,351.557,0.211,260.761,-35.915,174,G351.590+00.183,G351.590+00.183,-44.8,,,,,,,,
G351.558+00.164,Q,351.558,0.164,260.810,-35.940,43,,G351.590+00.183,,,,,,,,,
G351.570-00.372,Q,351.570,-0.371,261.366,-36.232,20,,,,,,,,,,,
G351.575-00.350,Q,351.575,-0.349,261.347,-36.216,20,,G351.601-00.348,,-98.5,CS,,,,,,
G351.584-00.350,K,351.584,-0.350,261.353,-36.208,80,G351.601-00.348,G351.601-00.348,-91.8,-98.5,CS,,,,,,
G351.589-01.172,Q,351.589,-1.172,262.205,-36.662,164,,G351.694-01.165,,,,,,,,,
G351.620+00.143,K,351.620,0.143,260.875,-35.901,207,G351.590+00.183,G351.590+00.183,-44.8,,,,,,,,
G351.633-01.365,G,351.633,-1.365,262.437,-36.732,119,,G351.694-01.165,,,,,,,,,
G351.646-01.252,K,351.646,-1.251,262.327,-36.659,132,G351.613-01.270,,-14.0,-11.9,CS,,,,,,
G351.650-01.325,Q,351.650,-1.325,262.407,-36.696,87,,G351.694-01.165,,,,,,,,,
G351.651+00.510,K,351.651,0.510,260.523,-35.668,234,G351.662+00.518,G351.662+00.518,-2.9,,,,,,,,
G351.676+00.610,G,351.676,0.611,260.439,-35.590,130,,G351.691+00.669,,,,,,,,,
G351.688-01.169,K,351.688,-1.168,262.270,-36.578,216,G351.694-01.165,G351.694-01.165,-13.0,,,,,,,,
G351.693+00.671,K,351.693,0.672,260.389,-35.542,175,G351.691+00.669,G351.691+00.669,3.1,,,,,,,,
G351.698+00.152,G,351.698,0.152,260.920,-35.832,143,,G351.590+00.183,,,,,,,,,
G351.711-01.268,Q,351.711,-1.267,262.389,-36.613,78,,G351.694-01.165,,,,,,,,,
G351.746-00.578,Q,351.746,-0.578,261.700,-36.202,26,,,,,,,,,,,
G351.749-00.525,C,351.749,-0.525,261.648,-36.170,50,,,,,,,,,,,
G351.766+00.492,G,351.766,0.493,260.621,-35.583,217,,G351.662+00.518,,,,,,,,,
G351.767+00.103,C,351.767,0.103,261.018,-35.803,83,,,,,,,,,,,
G351.769-00.543,Q,351.769,-0.542,261.679,-36.163,26,,,,-3.4,CS,,,,,,
G351.776-00.540,C,351.776,-0.540,261.682,-36.155,91,,,,-3.4,CS,,,,,,
G351.777-00.553,Q,351.777,-0.552,261.695,-36.162,26,,,,-3.4,CS,,,,,,
G351.827-00.173,C,351.827,-0.172,261.340,-35.908,41,,,,,,,,,,,
G351.831-00.367,Q,351.831,-0.367,261.542,-36.013,37,,,,,,,,,,,
G351.835+00.756,Q,351.835,0.757,260.403,-35.377,87,,,,,,,,,,,
G351.852-00.130,Q,351.852,-0.130,261.314,-35.863,137,,,,,,,,,,,
G351.862+00.202,Q,351.862,0.202,260.983,-35.668,92,,,,,,,,,,,
G351.919+00.114,C,351.919,0.115,261.111,-35.670,76,,,,,,,,,,,
G351.922+00.638,Q,351.922,0.638,260.583,-35.372,86,,,,,,,,,,,
G351.922-01.173,Q,351.922,-1.172,262.435,-36.385,287,,G351.694-01.165,,,,,,,,,
G351.960+00.241,Q,351.960,0.241,261.011,-35.565,102,,,,,,,,,,,
G352.041-00.254,Q,352.041,-0.254,261.571,-35.776,31,,,,,,,,,,,
G352.053-00.259,Q,352.053,-0.259,261.585,-35.769,30,,,,,,,,,,,
G352.060+00.636,Q,352.060,0.636,260.680,-35.260,99,,,,,,,,,,,
G352.088+00.154,Q,352.088,0.155,261.188,-35.508,43,,,,,,,,,,,
G352.098-00.039,Q,352.098,-0.039,261.391,-35.608,93,,,,,,,,,,,
G352.103+00.161,Q,352.103,0.162,261.191,-35.492,34,,,,,,,,,,,
G352.132+00.663,C,352.132,0.663,260.703,-35.185,143,,,,,,,,,,,
G352.171+00.307,C,352.171,0.307,261.090,-35.354,423,,,,,,,,,,,
G352.186-00.138,G,352.186,-0.137,261.552,-35.591,225,,G352.233-00.151,,,,,,,,,
G352.234-00.152,K,352.234,-0.151,261.600,-35.559,79,G352.233-00.151,G352.233-00.151,-88.6,,,,,,,,
G352.242-00.160,Q,352.242,-0.160,261.614,-35.557,9,,,,,,,,,,,
G352.244-00.166,Q,352.244,-0.165,261.620,-35.558,9,,,,,,,,,,,
G352.251-00.442,Q,352.251,-0.442,261.908,-35.707,99,,,,,,,,,,,
G352.263-00.059,C,352.263,-0.058,261.525,-35.483,118,,,,,,,,,,,
G352.313-00.442,K,352.313,-0.442,261.950,-35.655,79,G352.313-00.440,,-13.4,-10.5,NH3,,,,,,
G352.332-00.016,G,352.332,-0.016,261.529,-35.402,446,,G352.398-00.057,,,,,,,,,
G352.333-00.455,Q,352.333,-0.455,261.977,-35.645,16,,,,,,,,,,,
G352.337-00.451,Q,352.337,-0.450,261.975,-35.640,37,,,,,,,,,,,
G352.386-00.391,Q,352.386,-0.390,261.948,-35.566,50,,,,,,,,,,,
G352.393-00.066,K,352.393,-0.065,261.621,-35.379,102,G352.398-00.057,G352.398-00.057,-87.0,-90.2,CS,,,,,,
G352.423-00.023,G,352.423,-0.023,261.598,-35.330,91,,G352.398-00.057,,,,,,,,,
G352.436-00.397,C,352.436,-0.396,261.988,-35.527,118,,,,,,,,,,,
G352.486+00.799,C,352.486,0.799,260.811,-34.816,43,,,,-2.7,CS,,,,,,
G352.493+00.793,C,352.493,0.794,260.821,-34.813,40,,,,-2.7,CS,,,,,,
G352.527-00.147,K,352.527,-0.147,261.796,-35.313,91,G352.521-00.144,,"-57.3;-38.0",-49.2,CS,,,,,,
G352.529+00.775,Q,352.529,0.775,260.865,-34.794,22,,,,,,,,,,,
G352.542-00.763,Q,352.542,-0.762,262.435,-35.642,104,,,,,,,,,,,
G352.574+00.194,C,352.574,0.194,261.482,-35.084,70,,,,,,,,,,,
G352.576-00.153,C,352.576,-0.153,261.835,-35.276,410,,,,,,,,,,,
G352.587+02.104,Q,352.587,2.105,259.580,-33.989,788,S10,,,,,,,,,,
G352.597-00.188,K,352.597,-0.188,261.885,-35.278,118,G352.611-00.172,,-81.9,-86.5,CS,,,,,,
G352.611+00.176,K,352.612,0.176,261.525,-35.062,67,G352.610+00.177,,-50.4,,,,,,,,
G352.628+00.144,C,352.628,0.145,261.569,-35.067,88,,,,,,,,,,,
G352.632-01.068,Q,352.632,-1.068,262.810,-35.734,86,,,,-0.4,CS,,,,,,
G352.642-00.332,Q,352.642,-0.331,262.062,-35.320,37,,,,-18.8,NH3,,,,,,
G352.649-00.358,C,352.649,-0.358,262.093,-35.329,102,,,,-18.8,NH3,,,,,,
G352.691-00.124,Q,352.691,-0.123,261.883,-35.164,34,,,,,,,,,,,
G352.697-00.297,Q,352.697,-0.296,262.063,-35.255,80,,,,,,,,,,,
G352.760-00.350,Q,352.760,-0.350,262.161,-35.232,34,,,,,,,,,,,
G352.795+01.359,K,352.795,1.360,260.462,-34.244,581,G352.836+01.273,,2.2,,,,,,,,
G352.828-00.259,C,352.828,-0.259,262.114,-35.125,60,,,,,,,,,,,
G352.834-00.202,Q,352.834,-0.202,262.060,-35.089,49,,,,,,,,,,,
G352.838+00.934,G,352.838,0.934,260.917,-34.449,171,,G353.186+00.887,,,,,,,,,
G352.847-00.187,Q,352.847,-0.186,262.053,-35.069,31,,,,,,,,,,,
G352.858-00.207,K,352.858,-0.206,262.081,-35.071,48,G352.866-00.199,,-58.0,-56.4,90GHz,,,,,,
G352.862-00.183,Q,352.862,-0.183,262.060,-35.055,17,,,,-56.8,NH3,,,,,,
G352.869-00.198,Q,352.869,-0.197,262.079,-35.057,17,,,,-56.4,90GHz,,,,,,
G352.880-00.199,Q,352.880,-0.199,262.088,-35.048,17,,,,-56.8,NH3,,,,,,
G352.929-00.457,Q,352.929,-0.456,262.384,-35.150,231,,,,,,,,,,,
G352.932-00.374,C,352.932,-0.374,262.301,-35.102,455,,,,,,,,,,,
G353.009-00.039,Q,353.009,-0.039,262.013,-34.852,33,,,,,,,,,,,
G353.032-00.083,C,353.032,-0.083,262.074,-34.858,72,,,,,,,,,,,
G353.035-00.024,C,353.035,-0.023,262.015,-34.822,41,,,,,,,,,,,
G353.037+00.452,Q,353.037,0.453,261.536,-34.555,39,,G353.186+00.887,,-3.4,CS,,,,,,
G353.038+00.581,K,353.038,0.581,261.407,-34.483,433,G353.136+00.660,,-4.0,,,,,,,,
G353.048+00.553,Q,353.048,0.553,261.442,-34.490,39,,G353.186+00.887,,-3.4,90GHz,,,,,,
G353.052-00.015,C,353.052,-0.014,262.017,-34.803,40,,,,,,,,,,,
G353.063+00.529,G,353.063,0.529,261.477,-34.491,39,,G353.186+00.887,,-3.4,90GHz,,,,,,
G353.067-00.480,C,353.067,-0.480,262.500,-35.048,430,,,,,,,,,,,
G353.073-00.023,C,353.073,-0.023,262.040,-34.790,55,,,,,,,,,,,
G353.076+00.287,K,353.076,0.288,261.729,-34.615,549,G353.083+00.358,,-3.4,,,,,,,,
G353.079-00.068,Q,353.079,-0.068,262.090,-34.810,91,,,,,,,,,,,
G353.089+00.449,Q,353.089,0.450,261.574,-34.514,24,,G353.186+00.887,,,,,,,,,
G353.092+00.857,K,353.092,0.857,261.167,-34.283,674,G353.035+00.748,,-9.1,,,,,,,,
G353.111-00.096,Q,353.111,-0.096,262.140,-34.799,12,,,,,,,,,,,
G353.144+00.014,C,353.144,0.014,262.051,-34.711,99,,,,,,,,,,,
G353.155-00.103,Q,353.155,-0.103,262.177,-34.766,45,,,,,,,,,,,
G353.160+01.042,G,353.160,1.043,261.028,-34.122,132,,G353.186+00.887,,,,,,,,,
G353.173-00.054,C,353.173,-0.053,262.139,-34.724,107,,,,,,,,,,,
G353.177-00.128,Q,353.177,-0.127,262.216,-34.762,77,,,,,,,,,,,
G353.195+00.910,K,353.195,0.910,261.184,-34.168,99,G353.186+00.887; S11,,-4.7,,,,,,,,
G353.202-00.113,Q,353.202,-0.112,262.218,-34.732,32,,,,,,,,,,,
G353.221-00.243,K,353.221,-0.243,262.363,-34.789,178,G353.218-00.249,,-8.3,-17.3,CS,,,,,,
G353.236+01.060,Q,353.236,1.061,261.062,-34.050,398,,G353.186+00.887,,,,,,,,,
G353.272+00.590,G,353.272,0.591,261.556,-34.283,450,,G353.186+00.887,,,,,,,,,
G353.277-00.480,Q,353.277,-0.479,262.641,-34.872,114,,,,,,,,,,,
G353.308+00.069,C,353.308,0.070,262.105,-34.543,301,,,,,,,,,,,
G353.308-00.285,Q,353.308,-0.285,262.464,-34.739,35,,,,,,,,,,,
G353.330-00.071,Q,353.330,-0.071,262.262,-34.603,45,,,,,,,,,,,
G353.347-00.268,Q,353.347,-0.267,262.473,-34.697,74,,,,,,,,,,,
G353.350-00.143,K,353.350,-0.143,262.349,-34.626,159,G353.381-00.114,G353.381-00.114,-58.1,,,,,,,,
G353.364-00.168,G,353.364,-0.168,262.383,-34.628,41,,G353.381-00.114,,-81.2,CS,,,,,,
G353.368-00.087,K,353.368,-0.086,262.304,-34.580,86,G353.381-00.114,G353.381-00.114,-58.1,,,,,,,,
G353.384+00.430,Q,353.384,0.431,261.793,-34.280,40,,,,,,,,,,,
G353.395-00.098,K,353.395,-0.097,262.333,-34.563,43,G353.381-00.114,G353.381-00.114,-58.1,-52.5,NH3,,,,,,
G353.397-00.116,Q,353.397,-0.115,262.352,-34.572,18,,,,,,,,,,,
G353.397-00.070,Q,353.397,-0.069,262.306,-34.546,18,,,,,,,,,,,
G353.405-00.083,Q,353.405,-0.082,262.324,-34.547,18,,,,,,,,,,,
G353.408-00.381,K,353.408,-0.381,262.629,-34.709,193,G353.398-00.391,,-16.2,-16.7,CS,,,,,,
G353.409-00.094,Q,353.409,-0.094,262.338,-34.550,13,,,,,,,,,,,
G353.431-00.291,Q,353.431,-0.290,262.552,-34.640,75,,,,,,,,,,,
G353.436+00.426,G,353.436,0.426,261.832,-34.239,362,,G353.186+00.887,,,,,,,,,
G353.452+00.325,Q,353.452,0.325,261.945,-34.282,26,,,,,,,,,,,
G353.464-00.133,C,353.464,-0.133,262.415,-34.526,190,,,,,,,,,,,
G353.495-00.384,Q,353.495,-0.383,262.689,-34.638,102,,,,,,,,,,,
G353.539-00.457,Q,353.539,-0.456,262.793,-34.641,68,,,,,,,,,,,
G353.547-00.013,K,353.547,-0.012,262.349,-34.390,123,G353.557-00.014,,-56.7,,,,,,,,
G353.574-00.052,K,353.574,-0.052,262.406,-34.389,162,G353.557-00.014,,-56.7,,,,,,,,
G353.676+00.030,C,353.676,0.031,262.391,-34.258,112,,,,,,,,,,,
G353.794-00.159,Q,353.794,-0.158,262.661,-34.264,51,,,,,,,,,,,
G353.814+01.444,Q,353.814,1.444,261.072,-33.356,135,,,,,,,,,,,
G353.836+01.953,Q,353.836,1.953,260.584,-33.050,129,,,,,,,,,,,
G353.843+02.984,Q,353.843,2.984,259.582,-32.457,167,,,,,,,,,,,
G353.873-00.321,Q,353.873,-0.321,262.878,-34.287,66,,,,,,,,,,,
G353.879+00.292,Q,353.879,0.293,262.263,-33.945,47,,,,,,,,,,,
G353.888-00.093,Q,353.888,-0.093,262.657,-34.150,23,,,,,,,,,,,
G353.890+00.056,Q,353.890,0.056,262.509,-34.066,32,,,,,,,,,,,
G353.911+00.561,Q,353.911,0.562,262.015,-33.769,41,,,,,,,,,,,
G354.002+00.621,C,354.002,0.622,262.016,-33.660,196,,,,,,,,,,,
G354.028+00.641,C,354.028,0.641,262.014,-33.627,58,,,,,,,,,,,
G354.052-00.078,Q,354.052,-0.078,262.751,-34.004,48,,,,,,,,,,,
G354.099+00.009,Q,354.099,0.010,262.694,-33.917,34,,,,,,,,,,,
G354.119-00.091,Q,354.119,-0.090,262.808,-33.955,32,,,,,,,,,,,
G354.130+01.857,Q,354.130,1.858,260.876,-32.862,349,,,,,,,,,,,
G354.140+00.031,Q,354.140,0.031,262.700,-33.871,68,,,,,,,,,,,
G354.175-00.062,K,354.175,-0.061,262.816,-33.893,256,G354.200-00.054,G354.200-00.054,-34.1,,,,,,,,
G354.181-00.100,Q,354.181,-0.100,262.858,-33.908,38,,G354.200-00.054,,,,,,,,,
G354.184+00.143,C,354.184,0.144,262.616,-33.772,204,,,,,,,,,,,
G354.214+00.980,Q,354.214,0.980,261.800,-33.284,129,,,,,,,,,,,
G354.223+00.039,Q,354.223,0.040,262.746,-33.797,75,,,,,,,,,,,
G354.312-00.111,Q,354.312,-0.111,262.956,-33.805,50,,,,,,,,,,,
G354.336+00.151,Q,354.336,0.152,262.708,-33.641,51,,,,,,,,,,,
G354.354+00.144,C,354.354,0.145,262.727,-33.630,51,,,,,,,,,,,
G354.356+00.000,Q,354.356,0.001,262.873,-33.707,41,,,,,,,,,,,
G354.389-00.444,Q,354.389,-0.443,263.342,-33.922,44,,,,,,,,,,,
G354.403-00.256,Q,354.403,-0.255,263.161,-33.808,31,,,,,,,,,,,
G354.420+00.033,K,354.420,0.033,262.882,-33.636,89,G354.418+00.036,,-13.2,,,,,,,,
G354.465+00.079,K,354.465,0.079,262.866,-33.573,175,G354.486+00.085,G354.486+00.085,15.8,,,,,,,,
G354.497+00.084,Q,354.497,0.085,262.881,-33.543,23,,,,,,,,,,,
G354.532+00.057,G,354.532,0.057,262.932,-33.529,203,,G354.486+00.085,,,,,,,,,
G354.589+00.005,K,354.589,0.005,263.021,-33.510,130,G354.588+00.007,,-32.1,,,,,,,,
G354.611+00.483,K,354.611,0.483,262.557,-33.229,130,G354.610+00.484,G354.610+00.484,-23.4,-21.0,CS,,,,,,
G354.628+00.430,Q,354.628,0.431,262.621,-33.244,93,,G354.610+00.484,,,,,,,,,
G354.670+00.252,K,354.670,0.252,262.827,-33.307,156,G354.665+00.247,,97.8,,,,,,,,
G354.671+00.538,G,354.671,0.538,262.542,-33.149,107,,G354.664+00.470,,,,,,,,,
G354.672+00.246,K,354.672,0.246,262.834,-33.308,64,G354.665+00.247,,97.8,,,,,,,,
G354.675+00.504,Q,354.675,0.505,262.578,-33.164,19,,G354.664+00.470,,,,,,,,,
G354.677+00.499,Q,354.677,0.500,262.584,-33.165,19,,G354.664+00.470,,,,,,,,,
G354.681+00.511,Q,354.681,0.511,262.576,-33.155,19,,G354.664+00.470,,,,,,,,,
G354.685+00.469,K,354.685,0.470,262.619,-33.175,142,G354.664+00.470,G354.664+00.470,-21.2,,,,,,,,
G354.688+00.508,Q,354.688,0.508,262.583,-33.151,24,,G354.664+00.470,,,,,,,,,
G354.698+00.515,Q,354.698,0.515,262.583,-33.139,19,,G354.664+00.470,,,,,,,,,
G354.714+00.288,K,354.714,0.289,262.819,-33.250,55,G354.717+00.293,,95.3,,,,,,,,
G354.727+00.302,K,354.727,0.303,262.814,-33.231,55,G354.717+00.293,,95.3,,,,,,,,
G354.751-00.245,Q,354.751,-0.244,263.378,-33.510,32,,,,,,,,,,,
G354.764-00.350,C,354.764,-0.350,263.493,-33.556,1096,,,,,,,,,,,
G354.896-00.222,Q,354.896,-0.221,263.450,-33.376,38,,,,,,,,,,,
G354.924-00.006,Q,354.924,-0.005,263.251,-33.235,43,,,,,,,,,,,
G354.934-00.212,Q,354.934,-0.212,263.464,-33.339,59,,,,,,,,,,,
G354.936+00.330,K,354.936,0.330,262.923,-33.041,68,G354.934+00.327,,14.0,,,,,,,,
G354.979-00.527,K,354.979,-0.527,263.811,-33.472,156,G354.979-00.528,,0.3,,,,,,,,
G355.026-00.211,C,355.026,-0.211,263.524,-33.261,195,,,,,,,,,,,
G355.117+00.014,C,355.117,0.014,263.357,-33.062,295,,,,,,,,,,,
G355.131-00.303,Q,355.131,-0.302,263.683,-33.222,49,,,,14.1,CS,,,,,,
G355.136-00.427,C,355.136,-0.427,263.812,-33.286,621,,,,,,,,,,,
G355.140+00.266,Q,355.140,0.266,263.120,-32.905,35,,,,,,,,,,,
G355.149-00.051,Q,355.149,-0.050,263.442,-33.071,37,,,,,,,,,,,
G355.165-00.014,Q,355.165,-0.013,263.416,-33.037,25,,,,,,,,,,,
G355.166-00.054,Q,355.166,-0.053,263.456,-33.058,38,,,,,,,,,,,
G355.195-00.037,Q,355.195,-0.036,263.458,-33.024,13,,,,,,,,,,,
G355.202-00.025,Q,355.202,-0.025,263.451,-33.012,30,,,,,,,,,,,
G355.204-00.011,Q,355.204,-0.010,263.438,-33.002,44,,,,,,,,,,,
G355.221-00.015,C,355.221,-0.014,263.453,-32.991,99,,,,,,,,,,,
G355.224-00.299,C,355.224,-0.299,263.740,-33.142,183,,,,,,,,,,,
G355.244+00.109,K,355.244,0.109,263.344,-32.904,405,G355.242+00.096,,10.3,,,,,,,,
G355.258-00.242,Q,355.258,-0.241,263.704,-33.082,39,,,,,,,,,,,
G355.328-00.008,Q,355.328,-0.008,263.516,-32.897,138,,,,,,,,,,,
G355.344+00.145,K,355.344,0.145,263.373,-32.801,42,G355.344+00.145,,16.4,14.6,CS,,,,,,
G355.382-00.211,Q,355.382,-0.210,263.753,-32.961,50,,,,,,,,,,,
G355.407+00.344,C,355.407,0.344,263.216,-32.639,96,,,,-37.5,CS,,,,,,
G355.413+00.636,Q,355.413,0.637,262.929,-32.474,141,,,,,,,,,,,
G355.428-00.227,Q,355.428,-0.227,263.800,-32.932,50,,,,,,,,,,,
G355.504-00.062,Q,355.504,-0.061,263.683,-32.778,39,,,,,,,,,,,
G355.520+01.443,G,355.520,1.444,262.202,-31.941,853,,S13,,,,,,,,,
G355.529-00.102,K,355.529,-0.101,263.739,-32.779,141,G355.532-00.100,,3.8;-22.5;-80.6;-41.1,,,,,,,,
G355.537+00.364,Q,355.537,0.365,263.279,-32.519,48,,,,,,,,,,,
G355.615+00.149,Q,355.615,0.150,263.544,-32.571,37,,,,,,,,,,,
G355.656-00.058,Q,355.656,-0.058,263.777,-32.648,37,,,,,,,,,,,
G355.663+00.377,K,355.663,0.378,263.348,-32.406,42,G355.661+00.382,,-2.6,,,,,,,,
G355.676-00.261,C,355.676,-0.261,263.993,-32.741,54,,,,,,,,,,,
G355.680+00.006,K,355.680,0.007,263.728,-32.593,163,G355.700-00.010,,-76.1,,,,,,,,
G355.681+00.251,Q,355.681,0.251,263.485,-32.460,75,,,,,,,,,,,
G355.695+00.344,K,355.695,0.344,263.402,-32.398,58,G355.696+00.350,,3.0;-79.1,,,,,,,,
G355.727-00.212,C,355.727,-0.212,263.976,-32.672,225,,,,,,,,,,,
G355.739+00.131,K,355.739,0.131,263.642,-32.476,72,G355.734+00.138,,10.7;-77.4,,,,,,,,
G355.766+00.654,Q,355.766,0.654,263.140,-32.169,25,,,,,,,,,,,
G355.803-00.274,K,355.803,-0.273,264.087,-32.641,236,G355.801-00.253,,"-31.5;3.1",,,,,,,,
G355.805+00.104,Q,355.805,0.104,263.711,-32.436,69,,,,,,,,,,,
G355.842-00.490,Q,355.842,-0.489,264.328,-32.724,69,,,,,,,,,,,
